row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file
I70-036676,nier,Copyright,1840,ニーア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-044577,mochi_au_lait,Artist,1840,もちオーレ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-036680,tears_of_themis,Copyright,1835,未定事件簿,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036681,snk,Copyright,1834,SNK,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-036683,grisaia_(series),Copyright,1831,グリザイアシリーズ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-036698,tokimeki_memorial,Copyright,1800,ときめきメモリアル,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-001883,employee_(project_moon),Character,1786,自職員,自職員,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-044586,koruri,Artist,1772,こるり,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-036709,world_cup,Copyright,1767,ワールドカップ,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036720,octopath_traveler,Copyright,1739,オクトパストラベラー,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-036723,heaven_official's_blessing,Copyright,1732,天官賜福,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036730,tokyo_7th_sisters,Copyright,1726,Tokyo 7th シスターズ,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-044603,ishikei,Artist,1708,石恵,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-044604,piromizu,Artist,1708,ぴろ水,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-036738,fate/prototype:_fragments_of_blue_and_silver,Copyright,1695,Fate/Prototype 蒼銀のフラグメンツ,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036740,senjou_no_valkyria_(series),Copyright,1692,戦場のヴァルキュリア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-036741,doukyuusei_(series),Copyright,1690,同級生,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-036742,shadow_slave,Copyright,1689,Shadow Slave,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-044614,shiromanta,Artist,1676,しろまんた,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002045,kama_(young)_(fate),Character,1656,カーマ（幼少）,カーマ（幼少）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-036765,reitaisai_8_contest,Copyright,1650,reitaisai 8 contest,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-002062,soul_(utdr),Character,1647,ソウル,ソウル,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-036768,black_souls,Copyright,1646,BLACKSOULS,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036769,elden_ring:_shadow_of_the_erdtree,Copyright,1646,ELDEN RING SHADOW OF THE ERDTREE,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-044627,murakami_suigun,Artist,1640,村上水軍,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-036773,hades_(series),Copyright,1628,Hades,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-044633,asanagi,Artist,1628,朝凪,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002101,tokiko_(touhou),Character,1613,朱鷺子,朱鷺子,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-044643,satou_kuuki,Artist,1609,佐藤空気,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002117,merlin_(fate/prototype),Character,1596,マーリン〔プロトタイプ〕,マーリン〔プロトタイプ〕,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-002139,artoria_pendragon_(swimsuit_ruler)_(first_ascension)_(fate),Character,1586,アルトリア・ペンドラゴン（水着ルーラー・第一再臨）,アルトリア・ペンドラゴン（水着ルーラー・第一再臨）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-036797,donkey_kong_(series),Copyright,1561,ドンキーコング,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-036802,eve_online,Copyright,1545,EVE Online,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036806,tera_online,Copyright,1533,TERA,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-036809,fear_&_hunger_2:_termina,Copyright,1530,Fear & Hunger 2: Termina,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-002222,green_(pokemon),Character,1523,ブルー,ブルー,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-036812,vsinger_(vocaloid),Copyright,1521,Vsinger,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-002235,enemy_aircraft_(kancolle),Character,1516,敵航空機,敵航空機,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-002236,firefly_(spring_missive)_(honkai:_star_rail),Character,1516,ホタル（春の贈り物）,ホタル（春の贈り物）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-036815,cookie_run:_ovenbreak,Copyright,1513,CookieRun: OvenBreak,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv
I70-036817,7th_dragon_(series),Copyright,1511,セブンスドラゴン,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-036827,eddsworld,Copyright,1499,Eddsworld,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036828,mother_3,Copyright,1497,MOTHER3,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-036830,the_elder_scrolls,Copyright,1496,The Elder Scrolls,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv
I70-044687,ito_noizi,Artist,1490,いとうのいぢ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-044693,mishima_kurone,Artist,1483,三嶋くろね,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002293,tailless_(zenless_zone_zero),Character,1473,無尾,無尾,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-044696,suzuhira_hiro,Artist,1473,鈴平ひろ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002312,clumsy_nun_(diva),Character,1458,不器用な修道女,不器用な修道女,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-044702,happoubi_jin,Artist,1458,八宝備仁,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-002314,red_soul_(utdr),Character,1457,赤いソウル,赤いソウル,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
