canonical_tag,post_count,aliases,v1_status,prescreen_status,stage_a_family,stage_b_fit,nearest_special_identity,reason,confidence,review_priority,content_filter_used,audit_bucket,p0_spotcheck
necktie_between_breasts,15420,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,cum between breasts (SpecialID 1290; score=0.698),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
arms_under_breasts,14767,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,penis under breasts (SpecialID 1180; score=0.698),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
bandaid_on_nose,14221,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,bandaid on nipple (SpecialID 1358; score=0.699),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
scar_on_arm,13723,arm_scar,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,cum on arm (SpecialID 1265; score=0.676),ordinary mark/adornment at a non-intimate site; General discovery is sufficient,HIGH,P3,NO,,
hand_on_another's_cheek,13291,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.570),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
unworn_panties,13158,panties_removed|panties_off,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,panties (SpecialID 2112; score=0.750),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
holding_unworn_hat,13124,holding_hat,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_ORDINARY_CLOTHING_STATE,GENERAL_ONLY,holding unworn chastity cage (SpecialID 1225; score=0.666),"ordinary garment state/layering lacks an intimate, sexual, or through-clothes discovery concept",HIGH,P3,NO,,
leaf_on_head,13023,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,penis on head (SpecialID 815; score=0.657),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hand_on_own_stomach,12818,hand_on_stomach|hand_on_belly|hand_on_own_belly,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,hand on own tentacles (SpecialID 2495; score=0.720),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
scar_on_chest,12571,chest_scar,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,cum on chest (SpecialID 350; score=0.693),ordinary mark/adornment at a non-intimate site; General discovery is sufficient,HIGH,P3,NO,,
weapon_over_shoulder,12550,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,off shoulder (SpecialID 2230; score=0.506),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
blood_from_mouth,12426,bloody_mouth|mouthbleed,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_R18G_BODY_STATE,STRONG_SPECIAL_FIT,blood from vagina (SpecialID 1174; score=0.633),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,HIGH,P0,NO,,YES
mole_on_neck,12353,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,cum on neck (SpecialID 1124; score=0.686),ordinary mark/adornment at a non-intimate site; General discovery is sufficient,HIGH,P3,NO,,
hand_on_another's_chin,12150,finger_to_another's_chin,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.577),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
object_on_head,11908,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,penis on head (SpecialID 815; score=0.633),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
bikini_bottom_only,11780,bikini_bottom,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,bikini bottom aside (SpecialID 2044; score=0.674),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
bra_visible_through_clothes,11756,bra_through_clothes,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,tribadism through clothes (SpecialID 937; score=0.659),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
arms_around_neck,11754,neck_hug,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,tentacle around neck (SpecialID 1879; score=0.658),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
head_on_pillow,11674,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,penis on head (SpecialID 815; score=0.467),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
animal_on_shoulder,11570,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,penis on shoulder (SpecialID 1011; score=0.693),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
hair_over_breasts,11472,hair_on_breasts,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,breasts (SpecialID 2170; score=0.679),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
holding_own_skirt,11269,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.498),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
blood_on_weapon,10917,bloody_weapon|bloody_sword,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,blood (SpecialID 2164; score=0.642),ordinary blood-on-object/location concept; the concrete Special R18G body-state family is not established,HIGH,P3,NO,V1_CANDIDATE_AUDIT,
hand_on_another's_back,10644,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.577),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
hand_on_own_ass,10594,hand_on_ass,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_BODY_RELATION_STATE,PLAUSIBLE_SPECIAL_FIT,hand on own penis (SpecialID 797; score=0.748),body-site relation/state is structurally specific and may be hard to discover from General,MEDIUM,P1,NO,,
leotard_under_clothes,10499,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_CLOTHING_BODY_RELATION,PLAUSIBLE_SPECIAL_FIT,dildo under clothes (SpecialID 295; score=0.693),body-part-under-clothing relation is a hidden visual/contact concept that General search may not expose well,MEDIUM,P1,NO,,
arm_around_shoulder,10361,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,off shoulder (SpecialID 2230; score=0.515),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
v_over_eye,10173,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,tentacle over eye (SpecialID 1894; score=0.633),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
sagging_breasts,10045,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,breasts (SpecialID 2170; score=0.736),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
hand_on_another's_arm,10019,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.584),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
hand_on_another's_waist,9508,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.570),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
holding_leash,9505,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,leash (SpecialID 1830; score=0.700),"ordinary leash/accessory surface lacks a sexual, restraint, or intimate body-site relation",HIGH,P3,NO,,
towel_around_neck,9457,towel_on_shoulders,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,tentacle around neck (SpecialID 1879; score=0.698),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
thighhighs_under_boots,9455,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_ORDINARY_CLOTHING_STATE,GENERAL_ONLY,thighhighs only (SpecialID 2635; score=0.517),"ordinary garment state/layering lacks an intimate, sexual, or through-clothes discovery concept",HIGH,P3,NO,,
see-through_dress,9382,transparent_dress,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,see-through (SpecialID 2135; score=0.837),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
grabbing_own_ass,9301,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_BODY_RELATION_STATE,PLAUSIBLE_SPECIAL_FIT,grabbing own breast (SpecialID 2030; score=0.719),body-site relation/state is structurally specific and may be hard to discover from General,MEDIUM,P1,NO,,
scar_on_nose,9197,nose_scar,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,cum in nose (SpecialID 381; score=0.470),ordinary mark/adornment at a non-intimate site; General discovery is sufficient,HIGH,P3,NO,,
breast_lift,9093,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,breast (SpecialID 2632; score=0.768),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,V1_CANDIDATE_AUDIT,
holding_another's_arm,9056,arm_holding,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,spreading another's anus (SpecialID 787; score=0.562),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
jacket_around_waist,9050,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,jacket open (SpecialID 2271; score=0.495),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
mole_on_thigh,8976,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_INTIMATE_ADORNMENT_STATE,PLAUSIBLE_SPECIAL_FIT,cum on thigh (SpecialID 1275; score=0.693),site-specific intimate mark/adornment is more specialized than ordinary General appearance,MEDIUM,P1,NO,,
hand_on_another's_thigh,8943,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.570),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hand_on_another's_chest,8938,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.570),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
bandage_over_one_eye,8817,bandaged_eye|bandages_over_one_eye|/booe,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,penis over one eye (SpecialID 823; score=0.714),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,V1_CANDIDATE_AUDIT,
hands_on_another's_face,8800,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.570),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
breast_tattoo,8521,tattooed_breast,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_INTIMATE_ADORNMENT_STATE,PLAUSIBLE_SPECIAL_FIT,breast (SpecialID 2632; score=0.734),site-specific intimate mark/adornment is more specialized than ordinary General appearance,MEDIUM,P1,NO,,
bursting_breasts,8434,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,breasts (SpecialID 2170; score=0.724),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
see-through_veil,8380,transparent_veil,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,see-through (SpecialID 2135; score=0.850),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
breast_suppress,8344,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,breast (SpecialID 2632; score=0.707),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
armpit_peek,8023,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,armpit sex (SpecialID 11; score=0.585),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
wet_panties,7955,drenched_panties|/wp,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,panties (SpecialID 2112; score=0.800),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
arm_around_another's_waist,7688,arm_around_waist,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,grabbing another's breast (SpecialID 2029; score=0.514),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
whistle_around_neck,7660,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,tentacle around neck (SpecialID 1879; score=0.679),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,V1_CANDIDATE_AUDIT,
tail_through_clothes,7638,tail_slit_clothes|tail_cutout,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,lactation through clothes (SpecialID 2192; score=0.713),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
see-through_silhouette,7624,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,see-through (SpecialID 2135; score=0.783),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
arm_around_neck,7606,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,tentacle around neck (SpecialID 1879; score=0.668),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
towel_on_head,7573,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,penis on head (SpecialID 815; score=0.645),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
sword_on_back,7412,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,cum on back (SpecialID 348; score=0.633),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
bikini_top_lift,7366,bikini_lift,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,untied bikini top (SpecialID 2061; score=0.615),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
holding_behind_back,7350,object_behind_back|behind_back,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,holding tentacle (SpecialID 1868; score=0.534),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
grabbing_another's_thighs,7269,holding_another's_thighs,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_BODY_RELATION_STATE,PLAUSIBLE_SPECIAL_FIT,grabbing another's penis (SpecialID 687; score=0.768),body-site relation/state is structurally specific and may be hard to discover from General,MEDIUM,P1,NO,,
framed_breasts,7268,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,breasts (SpecialID 2170; score=0.750),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
covered_face,7167,face_covered,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,covered anus (SpecialID 795; score=0.579),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
goggles_around_neck,7126,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,tentacle around neck (SpecialID 1879; score=0.656),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
hand_under_clothes,7084,hands_under_clothes,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,handjob under clothes (SpecialID 1103; score=0.749),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
hand_on_own_leg,6911,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_BODY_RELATION_STATE,PLAUSIBLE_SPECIAL_FIT,hand on own penis (SpecialID 797; score=0.748),body-site relation/state is structurally specific and may be hard to discover from General,MEDIUM,P1,NO,,
unaligned_breasts,6846,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,breasts (SpecialID 2170; score=0.713),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
hand_over_own_mouth,6825,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,hand on own penis (SpecialID 797; score=0.517),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,V1_CANDIDATE_AUDIT,
unworn_bra,6765,bra_removed|bra_off,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_EXPOSURE_CLOTHING_STATE,STRONG_SPECIAL_FIT,bra (SpecialID 2081; score=0.658),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",MEDIUM,P1,NO,,
very_long_tail,6761,long_tail,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_APPEARANCE_SIZE_COLOR,GENERAL_ONLY,bound tail (SpecialID 1906; score=0.487),broad size/color/appearance vocabulary is sufficiently discoverable through General,HIGH,P3,NO,,
hand_on_another's_hip,6724,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.584),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
flame-tipped_tail,6657,fire-tipped_tail|flame_tipped_tail|flaming_tip_tail|tail-tip_fire,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,tentacle tail (SpecialID 1885; score=0.435),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
finger_on_trigger,6479,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,finger on nipple (SpecialID 1223; score=0.661),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,V1_CANDIDATE_AUDIT,
hand_on_another's_neck,6452,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,peeing on another (SpecialID 2609; score=0.577),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
bodysuit_under_clothes,6319,,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_CLOTHING_BODY_RELATION,PLAUSIBLE_SPECIAL_FIT,cum under clothes (SpecialID 1338; score=0.679),body-part-under-clothing relation is a hidden visual/contact concept that General search may not expose well,MEDIUM,P1,NO,,
bird_on_head,6169,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,penis on head (SpecialID 815; score=0.657),ordinary object or accessory placed at a body location; placement alone is General discovery,HIGH,P3,NO,,
holding_another's_leg,6168,grabbing_another's_leg,LIKELY_CANDIDATE,LIKELY_CANDIDATE,SPECIAL_BODY_RELATION_STATE,PLAUSIBLE_SPECIAL_FIT,grabbing another's penis (SpecialID 687; score=0.542),body-site relation/state is structurally specific and may be hard to discover from General,MEDIUM,P1,NO,,
unusually_open_eyes,6139,,LIKELY_CANDIDATE,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,rape eyes (SpecialID 1379; score=0.482),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
